7;0;20241223;1434
7;0;20241223;1434
7;0;20241223;1434
7;0;20241223;1513
0;3;20241213;1233
1;3;20241213;1400
0;3;20241213;1627
1;3;20241216;711
0;3;20241216;1124
1;3;20241216;1427
0;3;20241216;1720
1;3;20241217;723
0;3;20241217;1207
0;3;20241217;1748
1;3;20241218;709
0;3;20241218;1157
1;3;20241218;1417
0;3;20241218;1717
0;3;20241219;947
1;3;20241219;1034
0;3;20241219;1712
1;3;20241220;717
0;3;20241220;1202
1;3;20241220;1412
0;3;20241220;1636
0;3;20241223;1000
1;3;20241223;1121
0;3;20241223;1209
1;3;20241223;1401
0;3;20241223;1727
1;3;20241224;727
1;3;20241226;711
0;3;20241226;1206
1;3;20241226;1411
0;3;20241226;1754
0;3;20241227;1212
0;3;20241227;1212
0;3;20241227;1212
1;3;20241227;1410
0;3;20241227;1737
1;3;20241230;707
0;3;20241230;1222
1;3;20241230;1414
0;3;20241230;1821
1;3;20241231;828
0;3;20241231;1218
1;3;20250102;705
0;3;20250102;1216
1;3;20250102;1417
0;3;20250102;1748
0;3;20250102;1748
1;3;20250103;716
0;3;20250103;1211
0;3;20250103;1647
0;3;20250103;1647
1;3;20250106;719
0;3;20250106;1207
1;3;20250106;1418
0;3;20250106;1811
0;3;20250107;1202
1;3;20250107;1353
0;3;20250107;1821
1;3;20250108;701
0;3;20250108;1909
1;3;20250109;653
0;3;20250109;1207
1;3;20250109;1413
0;3;20250109;1822
0;3;20250110;1212
0;3;20250110;1727
1;3;20250111;920
1;3;20250113;701
0;3;20250113;1245
1;3;20250113;1347
0;3;20250113;1900
1;3;20250114;706
0;3;20250114;1234
1;3;20250114;1410
0;3;20250115;1827
0;3;20250116;1209
1;3;20250116;1424
0;3;20250116;1923
1;3;20250117;717
0;3;20250117;1233
0;3;20250117;1904
1;3;20250118;1006
0;3;20250118;1142
1;3;20250120;716
0;3;20250120;1200
0;3;20250120;1200
1;3;20250120;1428
0;3;20250120;1750
1;3;20250121;730
0;3;20250121;1213
1;3;20250121;1418
0;3;20250121;1816
1;3;20250122;711
1;3;20250122;1424
0;3;20250122;1808
1;3;20250123;714
1;3;20250123;1432
0;3;20250123;1813
1;3;20250124;718
0;3;20250124;1237
1;3;20250124;1424
0;3;20250124;1639
1;3;20250125;919
0;3;20250125;1028
1;3;20250127;727
0;3;20250127;1212
0;3;20250127;1212
1;3;20250128;733
0;3;20250128;1210
1;3;20250128;1436
1;3;20250129;713
0;3;20250129;1220
1;3;20250129;1430
0;3;20250129;1813
0;3;20250129;1813
1;3;20250130;718
0;3;20250130;1139
1;3;20250130;1438
0;3;20250130;1800
1;3;20250131;725
0;3;20250131;1143
1;3;20250131;1427
0;3;20250224;1204
1;3;20250224;1429
0;3;20250224;1731
0;3;20250224;1731
1;3;20250225;710
0;3;20250225;1143
1;3;20250225;1455
0;3;20250225;1747
0;3;20250226;1143
1;3;20250226;1420
0;3;20250226;1741
0;3;20250226;1741
0;3;20250226;1741
1;3;20250227;754
0;3;20250227;1546
0;3;20250228;1209
1;3;20250228;1509
0;3;20250228;1700
1;3;20250303;1422
0;3;20250303;1755
1;3;20250304;756
0;3;20250304;1213
1;3;20250304;1420
0;3;20250304;1831
1;3;20250305;726
1;3;20250305;1410
0;3;20250305;1730
0;3;20250306;1155
1;3;20250306;1408
0;3;20250306;1756
1;3;20250307;720
0;3;20250307;1205
0;3;20250307;1206
1;3;20250307;1429
0;3;20250307;1707
0;3;20250310;1158
1;3;20250310;1432
0;3;20250310;1758
1;3;20250311;716
0;3;20250311;1142
1;3;20250311;1413
0;3;20250311;1855
1;3;20250312;713
0;3;20250312;1206
1;3;20250312;1408
0;3;20250312;1755
1;3;20250313;746
0;3;20250313;1209
0;3;20250313;1209
1;3;20250313;1411
0;3;20250313;1708
1;3;20250317;716
0;3;20250317;1203
1;3;20250317;1416
0;3;20250317;1734
1;3;20250318;706
0;3;20250318;1210
0;3;20250318;1210
1;3;20250318;1410
0;3;20250318;1750
1;3;20250319;719
0;3;20250319;1219
1;3;20250319;1416
0;3;20250319;1732
0;3;20250319;1732
1;3;20250320;711
0;3;20250320;1200
1;3;20250320;1424
0;3;20250320;1746
1;3;20250321;716
0;3;20250321;1206
1;3;20250321;1410
0;3;20250321;1707
1;3;20250324;708
0;3;20250324;1832
0;3;20250325;1203
1;3;20250325;1346
0;3;20250325;1719
1;3;20250326;744
0;3;20250326;1150
1;3;20250326;1434
0;3;20250326;1715
1;3;20250327;718
0;3;20250327;1200
1;3;20250327;1422
0;3;20250327;1735
1;3;20250328;1427
0;3;20250328;1652
0;3;20250331;1206
1;3;20250331;1416
0;3;20250331;1731
1;3;20250401;730
0;3;20250401;1212
1;3;20250401;1438
0;3;20250401;1800
1;3;20250402;715
0;3;20250402;1212
1;3;20250402;1436
0;3;20250402;1737
0;3;20250402;1737
1;3;20250403;723
0;3;20250403;1212
1;3;20250403;1424
0;3;20250403;1755
0;3;20250403;1755
0;3;20250404;1222
1;3;20250404;1421
0;3;20250404;1621
0;3;20250407;1207
1;3;20250407;1422
0;5;20241213;1648
1;5;20241214;741
0;5;20241214;1403
0;5;20241216;1203
1;5;20241216;1341
0;5;20241216;1935
1;5;20241217;652
0;5;20241217;1117
1;5;20241217;1356
0;5;20241217;1853
0;5;20241218;1149
1;5;20241218;1441
1;5;20241219;704
0;5;20241219;927
1;5;20241219;1051
0;5;20241219;1214
1;5;20241219;1408
0;5;20241219;2002
1;5;20241220;643
0;5;20241220;1235
1;5;20241221;1033
0;5;20241221;1302
0;5;20241223;1023
1;5;20241223;1336
1;5;20241223;1457
0;5;20241223;1753
1;5;20241224;658
0;5;20241224;1023
1;5;20241224;1143
1;5;20241224;1555
0;5;20241224;1632
1;5;20241226;655
0;5;20241226;1139
1;5;20241226;1332
0;5;20241226;1753
1;5;20241227;653
0;5;20241227;1144
1;5;20241227;1358
0;5;20241227;1728
1;5;20241228;1011
0;5;20241228;1222
1;5;20241230;653
0;5;20241230;921
1;5;20241230;953
0;5;20241230;1231
1;5;20241230;1325
0;5;20241230;1751
1;5;20241231;659
0;5;20241231;1224
0;5;20250102;1158
1;5;20250102;1344
0;5;20250102;1747
0;5;20250103;1226
1;5;20250103;1345
0;5;20250103;1650
1;5;20250106;650
0;5;20250106;758
1;5;20250106;1350
0;5;20250106;1751
0;5;20250107;716
1;5;20250107;725
0;5;20250107;1742
1;5;20250108;648
0;5;20250108;1206
0;5;20250108;1746
1;5;20250109;651
0;5;20250109;1212
1;5;20250109;1401
0;5;20250109;1752
0;5;20250110;1154
1;5;20250110;1355
0;5;20250110;1614
1;5;20250110;1645
0;5;20250110;1653
1;5;20250111;941
0;5;20250111;1141
1;5;20250113;702
0;5;20250113;1028
1;5;20250113;1052
0;5;20250113;1223
1;5;20250113;1338
0;5;20250113;1503
1;5;20250113;1556
0;5;20250113;1822
1;5;20250114;648
0;5;20250114;719
0;5;20250114;1731
0;5;20250115;735
1;5;20250115;1632
1;5;20250117;548
1;5;20250117;549
0;5;20250117;601
0;5;20250117;1907
1;5;20250118;905
0;5;20250118;1047
0;5;20250120;734
1;5;20250120;925
1;5;20250120;1342
0;5;20250120;1754
1;5;20250121;650
0;5;20250121;1209
0;5;20250121;1209
1;5;20250121;1342
0;5;20250121;1815
1;5;20250123;652
0;5;20250123;1219
1;5;20250123;1405
0;5;20250123;1756
1;5;20250124;701
0;5;20250124;1525
1;5;20250124;1551
0;5;20250124;1730
1;5;20250127;912
0;5;20250127;1259
1;5;20250128;914
0;5;20250128;932
1;5;20250219;1106
0;5;20250219;1141
0;5;20250220;1117
1;5;20250222;1139
0;5;20250224;1223
1;5;20250224;1347
0;5;20250224;1758
1;5;20250225;647
0;5;20250225;1206
1;5;20250225;1359
0;5;20250225;1738
0;5;20250225;1738
1;5;20250226;650
0;5;20250226;1535
1;5;20250226;1609
0;5;20250226;1758
1;5;20250227;644
0;5;20250227;1205
0;5;20250227;1205
1;5;20250227;1344
0;5;20250227;1744
1;5;20250228;645
0;5;20250228;1209
1;5;20250228;1345
0;5;20250228;1655
1;5;20250303;648
0;5;20250303;1218
